id	name	school	researchlevel	path1	pathlevel1	path2	pathlevel2	effect_record_id	effects_count	precision	fatiguecost	gemcost	next_spell	damage	end
1405	Hellfire	6	4	8	1	0	2	1405	2	0	0	1	0	1008	
1406	Bind Storm Demon	6	4	8	2	1	2	1406	1	0	0	10	0	632	
1407	Call Lesser Horror	6	4	8	2	4	2	1407	1	-2	0	2	0	-6	
1408	Blood Fecundity	6	4	8	2	6	2	1408	1	0	0	10	0	94	
1409	Hellbind Heart	6	5	8	2	-1	0	1409	1	100	0	1	0	999	
1410	Horde from Hell	6	5	8	4	-1	0	1410	40	0	0	44	0	303	
1411	Bloodletting	6	5	8	4	-1	0	1411	1	0	0	4	0	1	
1412	Bind Succubus	6	5	8	4	7	1	1412	1	-2	0	66	0	811	
1413	Wrath of Pazuzu	6	5	8	1	1	3	1413	1	0	0	15	0	14	
1414	Bind Demon Knight	6	5	8	2	3	2	1414	1	-2	0	15	0	489	
1415	Awaken Dark Vines	6	5	8	1	6	3	1415	2	0	0	12	0	330	
1416	Send Lesser Horror	6	5	8	3	4	3	1416	1	0	0	14	0	-6	
1417	Summon Illearth	6	5	8	2	3	2	1417	1	0	0	2	0	3756	
1418	Rain of Toads	6	5	8	3	6	1	1418	1	0	0	20	0	6	
1419	Harm	6	6	8	2	-1	0	1419	1	5	0	1	35	1000	
1420	Rejuvenate	6	6	8	1	-1	0	1420	1	0	0	10	0	-10	
1421	Blood Rain	6	6	8	3	-1	0	1421	1	0	0	3	0	112	
1422	Infernal Disease	6	6	8	5	-1	0	1422	1	0	0	5	0	1662	
1423	Ritual of Five Gates	6	6	8	5	-1	0	1423	1	0	0	33	73	88	
1424	Bind Ice Devil	6	6	8	3	2	3	1424	1	-2	0	88	0	1	
1425	Blood Rite	6	6	8	2	5	2	1425	1	-2	0	11	0	405	
1426	Call Horror	6	6	8	3	4	3	1426	1	-2	0	3	0	-7	
1427	Leech	6	7	8	1	-1	0	1427	1	25	0	1	0	1024	
1428	Plague of Locusts	6	7	8	5	-1	0	1428	11	0	0	88	0	2794	
1429	Bind Arch Devil	6	7	8	4	0	2	1429	1	0	0	99	0	2	
1430	Father Illearth	6	7	8	3	3	4	1430	1	0	0	105	0	5	
1431	Send Dream Horror	6	7	8	3	4	4	1431	1	0	0	15	0	12	
1432	Dome of Corruption	6	7	8	4	4	4	1432	1	0	0	20	0	68	
1433	Blood Moon	6	7	8	7	4	5	1433	1	0	0	90	0	128	
1434	Purify Blood	6	7	8	4	6	1	1434	1	0	0	3	0	288230376151711744	
1435	Damage Reversal	6	8	8	1	-1	0	1435	1	0	0	1	0	1064	
1436	Rush of Strength	6	8	8	3	-1	0	1436	1	0	0	1	0	128	
1437	Life for a Life	6	8	8	3	-1	0	1437	1	100	99	1	0	5025	
1438	Bind Heliophagus	6	8	8	5	-1	0	1438	1	0	0	111	0	3	
1439	Three Red Seconds	6	8	8	5	-1	0	1439	1	0	0	120	0	25	
1440	Blood Vortex	6	8	8	7	-1	0	1440	1	0	0	166	0	87	
1441	Infernal Prison	6	8	8	3	0	1	1441	1	100	0	2	0	-12	
1442	Claws of Kokytos	6	8	8	3	2	1	1442	1	100	0	2	0	-13	
1443	Horror Seed	6	8	8	3	4	4	1443	1	0	0	25	0	9	
1444	Curse of Blood	6	8	8	3	5	4	1444	1	0	0	96	0	404	
1445	Improved Cross Breeding	6	8	8	2	6	2	1445	3034	0	0	20	0	1	
1446	Infernal Fumes	6	9	8	4	3	3	1446	1	0	0	40	0	1006	
1447	farkill: Infernal Fumes	-1	1	3	4	8	3	1447	1	0	0	0	0	1006	
1448	Forces of Darkness	6	9	8	6	-1	0	1448	1016	0	0	50	0	88	
1449	The Looming Hell	6	9	8	8	-1	0	1449	1	0	0	150	0	42	
1450	Bind Demon Lord	6	9	8	8	-1	0	1450	1	0	0	150	85	10	
1451	Infernal Forces	6	9	8	5	0	2	1451	1013	0	0	50	26	304	
1452	Infernal Tempest	6	9	8	5	1	2	1452	1007	0	0	50	0	632	
1453	Forces of Ice	6	9	8	5	2	2	1453	1010	0	0	50	0	449	
1454	Infernal Crusade	6	9	8	5	3	2	1454	1005	0	0	50	0	489	
1455	Send Horror	6	9	8	4	4	4	1455	1	0	0	30	0	-7	
1456	Astral Corruption	6	9	8	6	4	6	1456	1	0	0	166	0	57	
1457	Tangle Thicket	0	4	6	2	-1	0	1457	1	2	30	0	0	64	
1458	Carrion Fortress	1	0	6	3	5	2	1458	1	0	0	35	0	10	
1459	Bind Incubus	6	5	8	4	7	1	1459	1	-2	0	66	0	4053	
1460	Soul Transaction	6	6	8	1	7	1	1460	1	100	0	1	0	999	
1461	Infernal Invisibility	-1	1	-1	0	-1	0	1461	1	0	0	0	0	1073741824	
